using HTTP for the container environment
         6795529 function calls (6512220 primitive calls) in 58.053 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 rolling.py:76(BaseWindow)
        1    0.000    0.000    0.000    0.000 rolling.py:849(Window)
        1    0.000    0.000    0.000    0.000 roperator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:120(TextTestRunner)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sasreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sasreader.py:16(ReaderBase)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:33(SingleByteCharSetProber)
        1    0.000    0.000    0.002    0.002 sbcsgroupprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 sbcsgroupprober.py:43(SBCSGroupProber)
        2    0.000    0.000    0.001    0.000 scanner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scanner.py:5(_import_c_make_scanner)
        1    0.000    0.000    0.001    0.001 scimath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scope.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scope.py:87(Scope)
        1    0.000    0.000    0.000    0.000 secrets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selector_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selector_events.py:48(BaseSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 selector_events.py:603(_SelectorTransport)
        1    0.000    0.000    0.000    0.000 selector_events.py:747(_SelectorSocketTransport)
        1    0.000    0.000    0.000    0.000 selector_events.py:985(_SelectorDatagramTransport)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:433(PollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:442(EpollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.008    0.008 series.py:1(<module>)
        3    0.000    0.000    0.000    0.000 series.py:133(_coerce_method)
        1    0.000    0.000    0.002    0.002 series.py:151(Series)
     2056    0.015    0.000    0.258    0.000 series.py:238(__init__)
        1    0.000    0.000    0.000    0.000 series.py:422(_constructor)
     2055    0.002    0.000    0.002    0.000 series.py:439(_set_axis)
     2000    0.001    0.000    0.003    0.000 series.py:473(dtype)
     2057    0.003    0.000    0.005    0.000 series.py:488(name)
     2057    0.003    0.000    0.009    0.000 series.py:538(name)
     6159    0.002    0.000    0.008    0.000 series.py:585(_values)
     4002    0.008    0.000    0.039    0.000 series.py:839(__getitem__)
     4002    0.005    0.000    0.028    0.000 series.py:944(_get_value)
       42    0.000    0.000    0.001    0.000 sessions.py:143(resolve_redirects)
        1    0.000    0.000    0.001    0.001 sessions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 sessions.py:340(Session)
       42    0.000    0.000    0.005    0.000 sessions.py:365(__init__)
       42    0.000    0.000    0.000    0.000 sessions.py:420(__enter__)
       42    0.000    0.000    0.007    0.000 sessions.py:423(__exit__)
       42    0.001    0.000    0.024    0.001 sessions.py:426(prepare_request)
       42    0.001    0.000   54.991    1.309 sessions.py:466(request)
      294    0.001    0.000    0.004    0.000 sessions.py:49(merge_setting)
       42    0.001    0.000   54.932    1.308 sessions.py:617(send)
       42    0.000    0.000    0.001    0.000 sessions.py:668(<listcomp>)
       42    0.000    0.000    0.034    0.001 sessions.py:690(merge_environment_settings)
       42    0.000    0.000    0.000    0.000 sessions.py:719(get_adapter)
      126    0.000    0.000    0.001    0.000 sessions.py:73(<listcomp>)
       42    0.000    0.000    0.007    0.000 sessions.py:733(close)
       84    0.000    0.000    0.000    0.000 sessions.py:738(mount)
       84    0.000    0.000    0.000    0.000 sessions.py:744(<listcomp>)
       42    0.000    0.000    0.000    0.000 sessions.py:80(merge_hooks)
        1    0.000    0.000    0.000    0.000 sessions.py:95(SessionRedirectMixin)
       42    0.000    0.000    0.000    0.000 sessions.py:97(get_redirect_target)
        1    0.000    0.000    0.000    0.000 shape.py:11(Shape)
        1    0.000    0.000    0.000    0.000 shape.py:7(<module>)
        2    0.000    0.000    0.002    0.001 shape_base.py:1(<module>)
        2    0.000    0.000    0.000    0.000 shape_base.py:78(_atleast_2d_dispatcher)
        2    0.000    0.000    0.000    0.000 shape_base.py:82(atleast_2d)
        1    0.000    0.000    0.000    0.000 shared_docs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sharedstrings.py:126(SharedStringTable)
        1    0.000    0.000    0.000    0.000 sharedstrings.py:132(__init__)
    30067    0.017    0.000    0.017    0.000 sharedstrings.py:138(_get_shared_string_index)
        1    0.000    0.000    0.001    0.001 sharedstrings.py:157(_sort_string_data)
        1    0.000    0.000    0.000    0.000 sharedstrings.py:16(SharedStrings)
        1    0.000    0.000    0.000    0.000 sharedstrings.py:163(_get_strings)
        1    0.000    0.000    0.000    0.000 sharedstrings.py:28(__init__)
        1    0.000    0.000    0.240    0.240 sharedstrings.py:44(_assemble_xml_file)
        1    0.000    0.000    0.000    0.000 sharedstrings.py:68(_write_sst)
        1    0.005    0.005    0.239    0.239 sharedstrings.py:80(_write_sst_strings)
    15755    0.038    0.000    0.235    0.000 sharedstrings.py:86(_write_si)
        1    0.000    0.000    0.000    0.000 sharedstrings.py:9(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.002    0.002 shutil.py:1(<module>)
       12    0.000    0.000    0.048    0.004 shutil.py:194(copyfileobj)
        1    0.000    0.000    0.000    0.000 shutil.py:66(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:69(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:72(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:76(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:79(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:82(RegistryError)
        1    0.000    0.000    0.000    0.000 shutil.py:86(_GiveupOnFastCopy)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       76    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       77    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
       78    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
       46    0.000    0.000    0.000    0.000 six.py:105(__init__)
        5    0.000    0.000    0.022    0.004 six.py:114(_resolve)
        1    0.000    0.000    0.021    0.021 six.py:117(__getattr__)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        1    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
       88    0.000    0.000    0.000    0.000 six.py:141(__init__)
        3    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
       53    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
       27    0.000    0.000    0.000    0.000 six.py:184(find_module)
        8    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        4    0.000    0.000    0.000    0.000 six.py:195(load_module)
        4    0.000    0.000    0.021    0.005 six.py:209(is_package)
        1    0.001    0.001    0.002    0.002 six.py:21(<module>)
        1    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:324(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:366(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:386(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:438(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:459(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:477(Module_six_moves_urllib)
       84    0.000    0.000    0.000    0.000 six.py:585(itervalues)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        8    0.000    0.000    0.022    0.003 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
        3    0.000    0.000    0.000    0.000 six.py:864(add_metaclass)
        3    0.000    0.000    0.000    0.000 six.py:866(wrapper)
      134    0.000    0.000    0.000    0.000 six.py:88(__init__)
      168    0.000    0.000    0.000    0.000 six.py:901(ensure_str)
        6    0.000    0.000    0.001    0.000 six.py:91(__get__)
      581    0.000    0.000    0.001    0.000 six.py:921(ensure_text)
        1    0.000    0.000    0.002    0.002 sjisprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 sjisprober.py:36(SJISProber)
        1    0.000    0.000    0.000    0.000 socket.py:210(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:213(socket)
       43    0.001    0.000    0.001    0.000 socket.py:219(__init__)
       42    0.001    0.000    0.001    0.000 socket.py:301(makefile)
        1    0.000    0.000    0.004    0.004 socket.py:4(<module>)
       42    0.000    0.000    0.000    0.000 socket.py:486(_decref_socketios)
       43    0.000    0.000    0.001    0.000 socket.py:492(_real_close)
       43    0.000    0.000    0.001    0.000 socket.py:496(close)
        1    0.000    0.000    0.000    0.000 socket.py:626(SocketIO)
       42    0.000    0.000    0.000    0.000 socket.py:643(__init__)
      324    0.001    0.000   54.760    0.169 socket.py:655(readinto)
      366    0.000    0.000    0.000    0.000 socket.py:694(readable)
       42    0.000    0.000    0.000    0.000 socket.py:732(close)
      376    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
      377    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
      378    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
       42    0.000    0.000    0.017    0.000 socket.py:901(getaddrinfo)
      379    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
       84    0.000    0.000    0.000    0.000 socket.py:97(_intenum_converter)
        1    0.000    0.000    0.000    0.000 socks.py:2(<module>)
        1    0.000    0.000    0.001    0.001 sorting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1119(PandasSQL)
        1    0.000    0.000    0.000    0.000 sql.py:1137(SQLDatabase)
        1    0.000    0.000    0.000    0.000 sql.py:1550(SQLiteTable)
        1    0.000    0.000    0.000    0.000 sql.py:1692(SQLiteDatabase)
        1    0.000    0.000    0.000    0.000 sql.py:27(SQLAlchemyRequired)
        1    0.000    0.000    0.000    0.000 sql.py:31(DatabaseError)
        1    0.000    0.000    0.000    0.000 sql.py:675(SQLTable)
      537    0.001    0.000    0.001    0.000 sre_compile.py:249(_compile_charset)
      537    0.003    0.000    0.005    0.000 sre_compile.py:276(_optimize_charset)
      205    0.000    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
      205    0.001    0.000    0.001    0.000 sre_compile.py:413(<listcomp>)
        6    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
      595    0.000    0.000    0.001    0.000 sre_compile.py:423(_simple)
       24    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
      245    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
  150/119    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
       95    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
      131    0.001    0.000    0.003    0.000 sre_compile.py:536(_compile_info)
      262    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
      131    0.000    0.000    0.016    0.000 sre_compile.py:598(_code)
      203    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
 1087/131    0.005    0.000    0.013    0.000 sre_compile.py:71(_compile)
      131    0.001    0.000    0.045    0.000 sre_compile.py:759(compile)
        1    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
     1278    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
     2742    0.001    0.000    0.001    0.000 sre_parse.py:160(__len__)
       12    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
     7483    0.002    0.000    0.003    0.000 sre_parse.py:164(__getitem__)
      643    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
     1760    0.001    0.000    0.001    0.000 sre_parse.py:172(append)
 1227/277    0.002    0.000    0.002    0.000 sre_parse.py:174(getwidth)
      134    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
     9983    0.003    0.000    0.003    0.000 sre_parse.py:233(__next)
     4194    0.001    0.000    0.002    0.000 sre_parse.py:249(match)
     7828    0.002    0.000    0.004    0.000 sre_parse.py:254(get)
       18    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
       24    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
     1785    0.001    0.000    0.001    0.000 sre_parse.py:286(tell)
        4    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
      163    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
      276    0.000    0.000    0.000    0.000 sre_parse.py:355(_escape)
      375    0.000    0.000    0.001    0.000 sre_parse.py:432(_uniq)
  470/131    0.001    0.000    0.026    0.000 sre_parse.py:435(_parse_sub)
  599/139    0.010    0.000    0.026    0.000 sre_parse.py:493(_parse)
      131    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      556    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
      146    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
        6    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
      131    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
      131    0.000    0.000    0.027    0.000 sre_parse.py:937(parse)
      146    0.000    0.000    0.001    0.000 sre_parse.py:96(closegroup)
        3    0.000    0.000    0.000    0.000 sre_parse.py:969(parse_template)
        2    0.000    0.000    0.000    0.000 sre_parse.py:978(addgroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
      122    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.000    0.000 ssl.py:168(_TLSContentType)
        1    0.000    0.000    0.000    0.000 ssl.py:182(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 ssl.py:223(_TLSMessageType)
        1    0.000    0.000    0.006    0.006 ssl.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:446(_ASN1Object)
        4    0.000    0.000    0.000    0.000 ssl.py:451(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:467(Purpose)
        1    0.000    0.000    0.000    0.000 ssl.py:474(SSLContext)
        1    0.000    0.000    0.000    0.000 ssl.py:812(SSLObject)
       15    0.000    0.000    0.000    0.000 ssl.py:965(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 ssl.py:971(SSLSocket)
        1    0.000    0.000    0.019    0.019 ssl_.py:1(<module>)
        1    0.000    0.000    0.001    0.001 sslproto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sslproto.py:284(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 sslproto.py:36(_SSLPipe)
        1    0.000    0.000    0.000    0.000 sslproto.py:404(SSLProtocol)
        1    0.000    0.000    0.003    0.003 staggered.py:1(<module>)
        1    0.000    0.000    0.001    0.001 stata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stata.py:1009(StataReader)
        1    0.000    0.000    0.000    0.000 stata.py:2059(StataWriter)
        1    0.000    0.000    0.000    0.000 stata.py:2751(StataStrLWriter)
        1    0.000    0.000    0.000    0.000 stata.py:2933(StataWriter117)
        1    0.000    0.000    0.000    0.000 stata.py:3321(StataWriterUTF8)
        1    0.000    0.000    0.000    0.000 stata.py:462(PossiblePrecisionLoss)
        1    0.000    0.000    0.000    0.000 stata.py:472(ValueLabelTypeMismatch)
        1    0.000    0.000    0.000    0.000 stata.py:483(InvalidColumnName)
        1    0.000    0.000    0.000    0.000 stata.py:499(CategoricalConversionWarning)
        1    0.000    0.000    0.000    0.000 stata.py:603(StataValueLabel)
        1    0.000    0.000    0.000    0.000 stata.py:713(StataMissingValue)
        1    0.000    0.000    0.000    0.000 stata.py:847(StataParser)
        1    0.000    0.000    0.000    0.000 status_codes.py:104(_init)
       68    0.000    0.000    0.000    0.000 status_codes.py:111(doc)
      189    0.000    0.000    0.000    0.000 status_codes.py:112(<genexpr>)
       69    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        1    0.000    0.000    0.000    0.000 status_codes.py:3(<module>)
        1    0.000    0.000    0.000    0.000 streams.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streams.py:135(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 streams.py:203(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 streams.py:310(StreamWriter)
        1    0.000    0.000    0.000    0.000 streams.py:390(StreamReader)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:16(DummyArray)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:161(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:57(_TemplateMetaclass)
        1    0.000    0.000    0.001    0.001 string.py:67(__init__)
        1    0.000    0.000    0.000    0.000 string.py:80(Template)
        1    0.000    0.000    0.000    0.000 string_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string_.py:107(StringArray)
        1    0.000    0.000    0.000    0.000 string_.py:32(StringDtype)
        1    0.000    0.000    0.000    0.000 stringprep.py:2(<module>)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:13(CaseInsensitiveDict)
        1    0.000    0.000    0.000    0.000 structures.py:3(<module>)
      252    0.001    0.000    0.006    0.000 structures.py:40(__init__)
     1806    0.001    0.000    0.002    0.000 structures.py:46(__setitem__)
     2224    0.002    0.000    0.002    0.000 structures.py:51(__getitem__)
      210    0.000    0.000    0.001    0.000 structures.py:57(__iter__)
     1218    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
      126    0.000    0.000    0.000    0.000 structures.py:60(__len__)
       42    0.000    0.000    0.001    0.000 structures.py:80(copy)
        1    0.000    0.000    0.000    0.000 structures.py:87(LookupDict)
        1    0.000    0.000    0.000    0.000 structures.py:90(__init__)
        1    0.000    0.000    0.000    0.000 styles.py:12(Styles)
        1    0.000    0.000    0.000    0.000 styles.py:122(_write_style_sheet)
        1    0.000    0.000    0.000    0.000 styles.py:129(_write_num_fmts)
        1    0.000    0.000    0.000    0.000 styles.py:200(_write_fonts)
        3    0.000    0.000    0.000    0.000 styles.py:220(_write_font)
        1    0.000    0.000    0.000    0.000 styles.py:25(__init__)
        1    0.000    0.000    0.000    0.000 styles.py:305(_write_underline)
        3    0.000    0.000    0.000    0.000 styles.py:326(_write_color)
        1    0.000    0.000    0.000    0.000 styles.py:332(_write_fills)
        2    0.000    0.000    0.000    0.000 styles.py:349(_write_default_fill)
        1    0.000    0.000    0.000    0.000 styles.py:419(_write_borders)
        2    0.000    0.000    0.000    0.000 styles.py:432(_write_border)
       10    0.000    0.000    0.000    0.000 styles.py:486(_write_sub_border)
        1    0.000    0.000    0.000    0.000 styles.py:51(_assemble_xml_file)
        1    0.000    0.000    0.000    0.000 styles.py:523(_write_cell_style_xfs)
        1    0.000    0.000    0.000    0.000 styles.py:540(_write_cell_xfs)
        2    0.000    0.000    0.000    0.000 styles.py:559(_write_style_xf)
        3    0.000    0.000    0.000    0.000 styles.py:587(_write_xf)
        1    0.000    0.000    0.000    0.000 styles.py:651(_write_cell_styles)
        2    0.000    0.000    0.000    0.000 styles.py:669(_write_cell_style)
        1    0.000    0.000    0.000    0.000 styles.py:679(_write_dxfs)
        1    0.000    0.000    0.000    0.000 styles.py:709(_write_table_styles)
        1    0.000    0.000    0.000    0.000 styles.py:723(_write_colors)
        1    0.000    0.000    0.000    0.000 styles.py:9(<module>)
        1    0.000    0.000    0.000    0.000 styles.py:96(_set_style_properties)
        1    0.000    0.000    0.000    0.000 subprocess.py:1(<module>)
        1    0.000    0.000    0.002    0.002 subprocess.py:10(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:116(Process)
        1    0.000    0.000    0.000    0.000 subprocess.py:136(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:18(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 subprocess.py:415(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:634(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 subprocess.py:684(Popen)
        1    0.000    0.000    0.000    0.000 subprocess.py:96(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:99(CalledProcessError)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:310(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:357(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 table.py:11(Table)
        1    0.000    0.000    0.000    0.000 table.py:8(<module>)
        1    0.000    0.000    0.000    0.000 tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tasks.py:689(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 tasks.py:98(Task)
        1    0.000    0.000    0.003    0.003 tempfile.py:1(<module>)
       12    0.000    0.000    0.000    0.000 tempfile.py:223(_infer_return_type)
       12    0.000    0.000    0.000    0.000 tempfile.py:244(_sanitize_params)
        1    0.000    0.000    0.000    0.000 tempfile.py:262(_RandomNameSequence)
       13    0.000    0.000    0.000    0.000 tempfile.py:272(rng)
       13    0.000    0.000    0.001    0.000 tempfile.py:283(__next__)
       13    0.000    0.000    0.000    0.000 tempfile.py:286(<listcomp>)
        1    0.000    0.000    0.000    0.000 tempfile.py:289(_candidate_tempdir_list)
        1    0.000    0.000    0.000    0.000 tempfile.py:316(_get_default_tempdir)
       12    0.000    0.000    0.000    0.000 tempfile.py:363(_get_candidate_names)
       12    0.000    0.000    0.001    0.000 tempfile.py:377(_mkstemp_inner)
       12    0.000    0.000    0.000    0.000 tempfile.py:418(gettempdir)
       12    0.000    0.000    0.002    0.000 tempfile.py:434(mkstemp)
        1    0.000    0.000    0.000    0.000 tempfile.py:546(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:589(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:762(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:907(TemporaryDirectory)
        1    0.000    0.000    0.002    0.002 testing.py:1(<module>)
        2    0.000    0.000    0.000    0.000 textwrap.py:115(__init__)
        2    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        2    0.000    0.000    0.000    0.000 textwrap.py:160(_split)
        2    0.000    0.000    0.000    0.000 textwrap.py:179(<listcomp>)
        2    0.000    0.000    0.000    0.000 textwrap.py:233(_wrap_chunks)
        2    0.000    0.000    0.000    0.000 textwrap.py:336(_split_chunks)
        2    0.000    0.000    0.000    0.000 textwrap.py:342(wrap)
        2    0.000    0.000    0.000    0.000 textwrap.py:356(fill)
        2    0.000    0.000    0.000    0.000 textwrap.py:381(fill)
      709    0.004    0.000    0.036    0.000 textwrap.py:414(dedent)
        1    0.000    0.000    0.000    0.000 theme.py:16(Theme)
        1    0.000    0.000    0.000    0.000 theme.py:29(__init__)
        1    0.000    0.000    0.000    0.000 theme.py:44(_assemble_xml_file)
        1    0.000    0.000    0.000    0.000 theme.py:50(_set_xml_writer)
        1    0.000    0.000    0.000    0.000 theme.py:65(_write_theme_file)
        1    0.000    0.000    0.000    0.000 theme.py:9(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1095(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1177(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1230(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1260(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1262(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1281(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:210(Condition)
      127    0.000    0.000    0.000    0.000 threading.py:222(__init__)
      967    0.000    0.000    0.001    0.000 threading.py:246(__enter__)
      967    0.000    0.000    0.001    0.000 threading.py:249(__exit__)
      925    0.000    0.000    0.001    0.000 threading.py:261(_is_owned)
      925    0.001    0.000    0.002    0.000 threading.py:341(notify)
        1    0.000    0.000    0.000    0.000 threading.py:364(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:376(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:456(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:494(Event)
        1    0.000    0.000    0.000    0.000 threading.py:505(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:519(set)
        1    0.000    0.000    0.000    0.000 threading.py:573(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:727(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:750(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:761(__init__)
      256    0.000    0.000    0.000    0.000 threading.py:81(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:900(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:903(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threading.py:94(_RLock)
        1    0.000    0.000    0.000    0.000 tile.py:1(<module>)
        3    0.000    0.000    0.000    0.000 timedeltas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timedeltas.py:28(TimedeltaIndex)
        4    0.000    0.000    0.000    0.000 timedeltas.py:54(_field_accessor)
        1    0.000    0.000    0.000    0.000 timedeltas.py:70(TimedeltaArray)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
      504    0.000    0.000    0.000    0.000 timeout.py:109(_validate_timeout)
       42    0.000    0.000    0.000    0.000 timeout.py:155(from_float)
       84    0.000    0.000    0.000    0.000 timeout.py:171(clone)
       42    0.000    0.000    0.000    0.000 timeout.py:185(start_connect)
        1    0.000    0.000    0.000    0.000 timeout.py:19(Timeout)
      126    0.000    0.000    0.000    0.000 timeout.py:210(connect_timeout)
       42    0.000    0.000    0.000    0.000 timeout.py:228(read_timeout)
